entry_time,exit_time,direction,entry_price,exit_price,pnl,hold_bars
2024-09-27 13:45:00,2024-09-27 14:30:00,SHORT,1355.8,1356.0,-55000.00000000455,3
2024-09-30 13:15:00,2024-09-30 14:30:00,LONG,1354.8,1357.0,185000.00000000454,5
2024-10-02 13:45:00,2024-10-02 14:30:00,SHORT,1353.4,1357.1,-404999.99999998184,3
2024-10-03 13:30:00,2024-10-03 14:30:00,SHORT,1358.2,1349.0,885000.0000000045,4
2024-10-04 14:15:00,2024-10-04 14:30:00,SHORT,1344.0,1343.1,55000.000000009095,1
2024-10-08 10:30:00,2024-10-08 11:30:00,SHORT,1338.0,1341.0,-335000.0,4
2024-10-08 13:15:00,2024-10-08 14:30:00,LONG,1343.9,1341.7,-255000.00000000454,5
2024-10-10 13:45:00,2024-10-10 14:30:00,LONG,1369.5,1365.9,-394999.9999999909,3
2024-10-15 13:45:00,2024-10-15 14:30:00,SHORT,1358.4,1358.0,5000.000000009095,3
2024-10-16 14:15:00,2024-10-16 14:30:00,LONG,1356.5,1355.0,-185000.0,1
2024-10-17 14:00:00,2024-10-17 14:30:00,LONG,1359.5,1358.2,-164999.99999999546,2
2024-10-18 10:45:00,2024-10-18 11:30:00,SHORT,1369.5,1364.8,435000.00000000454,3
2024-10-22 13:30:00,2024-10-22 14:15:00,LONG,1362.3,1353.2,-944999.9999999909,3
2024-10-28 14:00:00,2024-10-28 14:30:00,LONG,1330.7,1332.0,94999.99999999546,2
2024-10-29 13:45:00,2024-10-29 14:30:00,LONG,1337.2,1339.1,154999.99999998635,3
2024-10-31 13:30:00,2024-10-31 14:30:00,LONG,1342.4,1343.5,74999.9999999909,4
2024-11-01 11:00:00,2024-11-01 13:00:00,SHORT,1335.5,1336.7,-155000.00000000454,2
2024-11-05 14:15:00,2024-11-05 14:30:00,LONG,1320.1,1319.0,-144999.99999999092,1
2024-11-07 13:30:00,2024-11-07 14:30:00,SHORT,1337.5,1334.6,255000.00000000908,4
2024-11-13 14:00:00,2024-11-13 14:30:00,LONG,1308.3,1307.1,-155000.00000000454,2
2024-11-14 13:15:00,2024-11-14 14:30:00,SHORT,1301.4,1293.5,755000.0000000091,5
2024-11-19 13:30:00,2024-11-19 14:30:00,SHORT,1266.5,1262.3,385000.00000000454,4
2024-11-20 10:30:00,2024-11-20 11:30:00,LONG,1268.4,1272.2,344999.99999999546,4
2024-11-22 13:15:00,2024-11-22 14:30:00,LONG,1299.7,1298.0,-205000.00000000454,5
2024-11-25 13:15:00,2024-11-25 14:30:00,SHORT,1296.0,1298.6,-294999.9999999909,5
2024-11-26 10:00:00,2024-11-26 11:30:00,LONG,1308.2,1310.5,194999.99999999546,6
2024-11-27 13:15:00,2024-11-27 14:30:00,LONG,1308.0,1307.8,-55000.00000000455,5
2024-11-28 14:00:00,2024-11-28 14:30:00,SHORT,1306.3,1306.2,-25000.000000009095,2
2024-12-03 11:15:00,2024-12-03 11:30:00,LONG,1317.3,1317.3,-35000.0,1
2024-12-04 13:15:00,2024-12-04 14:30:00,SHORT,1306.4,1303.0,305000.0000000091,5
2024-12-05 10:30:00,2024-12-05 11:30:00,LONG,1306.2,1312.8,624999.9999999909,4
2024-12-09 13:45:00,2024-12-09 14:30:00,LONG,1346.7,1340.0,-705000.0000000045,3
2024-12-11 14:00:00,2024-12-11 14:30:00,SHORT,1337.8,1338.6,-114999.99999999546,2
2024-12-12 14:00:00,2024-12-12 14:30:00,SHORT,1339.0,1339.6,-94999.9999999909,2
2024-12-13 14:15:00,2024-12-13 14:30:00,LONG,1336.5,1335.1,-175000.00000000908,1
2024-12-16 13:30:00,2024-12-16 14:30:00,SHORT,1329.7,1335.0,-564999.9999999955,4
2024-12-18 14:15:00,2024-12-18 14:30:00,LONG,1333.1,1331.0,-244999.99999999092,1
2024-12-19 14:15:00,2024-12-19 14:30:00,SHORT,1312.6,1312.3,-5000.0000000045475,1
